ZIP,USPS Default State for ZIP,County,County State,State Abbreviation
36114,AL,Montgomery County,Alabama,AL
36115,AL,Montgomery County,Alabama,AL
36116,AL,Montgomery County,Alabama,AL
36117,AL,Montgomery County,Alabama,AL
36118,AL,Montgomery County,Alabama,AL
36119,AL,Montgomery County,Alabama,AL
36120,AL,Montgomery County,Alabama,AL
36121,AL,Montgomery County,Alabama,AL
36123,AL,Montgomery County,Alabama,AL
36124,AL,Montgomery County,Alabama,AL
36125,AL,Montgomery County,Alabama,AL
36130,AL,Montgomery County,Alabama,AL
36131,AL,Montgomery County,Alabama,AL
36201,AL,Calhoun County,Alabama,AL
36202,AL,Calhoun County,Alabama,AL
36203,AL,Calhoun County,Alabama,AL
36203,AL,Talladega County,Alabama,AL
36204,AL,Calhoun County,Alabama,AL
36205,AL,Calhoun County,Alabama,AL
36206,AL,Calhoun County,Alabama,AL
36207,AL,Calhoun County,Alabama,AL
36207,AL,Cleburne County,Alabama,AL
36250,AL,Calhoun County,Alabama,AL
36251,AL,Clay County,Alabama,AL
36253,AL,Calhoun County,Alabama,AL
36254,AL,Calhoun County,Alabama,AL
36255,AL,Clay County,Alabama,AL
36255,AL,Tallapoosa County,Alabama,AL
36256,AL,Tallapoosa County,Alabama,AL
36256,AL,Clay County,Alabama,AL
36257,AL,Calhoun County,Alabama,AL
36258,AL,Clay County,Alabama,AL
36258,AL,Cleburne County,Alabama,AL
36258,AL,Randolph County,Alabama,AL
36260,AL,Calhoun County,Alabama,AL
36260,AL,Talladega County,Alabama,AL
36261,AL,Cleburne County,Alabama,AL
36262,AL,Cleburne County,Alabama,AL
36263,AL,Randolph County,Alabama,AL
36264,AL,Cleburne County,Alabama,AL
36264,AL,Randolph County,Alabama,AL
36265,AL,Calhoun County,Alabama,AL
36266,AL,Clay County,Alabama,AL
36266,AL,Randolph County,Alabama,AL
36267,AL,Clay County,Alabama,AL
36268,AL,Talladega County,Alabama,AL
36268,AL,Clay County,Alabama,AL
36268,AL,Cleburne County,Alabama,AL
36269,AL,Cleburne County,Alabama,AL
36271,AL,Calhoun County,Alabama,AL
36271,AL,Etowah County,Alabama,AL
36272,AL,Calhoun County,Alabama,AL
36272,AL,Cherokee County,Alabama,AL
36272,AL,Etowah County,Alabama,AL
36272,AL,Cleburne County,Alabama,AL
36273,AL,Cleburne County,Alabama,AL
36274,AL,Randolph County,Alabama,AL
36274,AL,Chambers County,Alabama,AL
36275,AL,Cherokee County,Alabama,AL
36276,AL,Randolph County,Alabama,AL
36276,AL,Chambers County,Alabama,AL
36276,AL,Clay County,Alabama,AL
36276,AL,Tallapoosa County,Alabama,AL
36277,AL,Calhoun County,Alabama,AL
36278,AL,Randolph County,Alabama,AL
36279,AL,Calhoun County,Alabama,AL
36280,AL,Randolph County,Alabama,AL
36301,AL,Houston County,Alabama,AL
36301,AL,Geneva County,Alabama,AL
36302,AL,Houston County,Alabama,AL
36303,AL,Houston County,Alabama,AL
36303,AL,Dale County,Alabama,AL
36303,AL,Henry County,Alabama,AL
36304,AL,Houston County,Alabama,AL
36305,AL,Houston County,Alabama,AL
36305,AL,Geneva County,Alabama,AL
36310,AL,Henry County,Alabama,AL
36311,AL,Dale County,Alabama,AL
36311,AL,Barbour County,Alabama,AL
36311,AL,Coffee County,Alabama,AL
36312,AL,Houston County,Alabama,AL
36313,AL,Geneva County,Alabama,AL
36314,AL,Geneva County,Alabama,AL
36316,AL,Geneva County,Alabama,AL
36316,AL,Coffee County,Alabama,AL
36317,AL,Henry County,Alabama,AL
36317,AL,Barbour County,Alabama,AL
36317,AL,Dale County,Alabama,AL
36318,AL,Geneva County,Alabama,AL
36318,AL,Coffee County,Alabama,AL
36319,AL,Houston County,Alabama,AL
36319,AL,Henry County,Alabama,AL
36320,AL,Houston County,Alabama,AL
36321,AL,Houston County,Alabama,AL
36322,AL,Dale County,Alabama,AL
36322,AL,Coffee County,Alabama,AL
36322,AL,Geneva County,Alabama,AL
36323,AL,Coffee County,Alabama,AL
36323,AL,Crenshaw County,Alabama,AL
36323,AL,Covington County,Alabama,AL
36330,AL,Coffee County,Alabama,AL
36330,AL,Dale County,Alabama,AL
36330,AL,Conecuh County,Alabama,AL
36340,AL,Geneva County,Alabama,AL
36343,AL,Houston County,Alabama,AL
36344,AL,Geneva County,Alabama,AL
36345,AL,Henry County,Alabama,AL
36345,AL,Houston County,Alabama,AL
36345,AL,Dale County,Alabama,AL
36346,AL,Coffee County,Alabama,AL
36349,AL,Geneva County,Alabama,AL
36350,AL,Dale County,Alabama,AL
36350,AL,Houston County,Alabama,AL
36350,AL,Henry County,Alabama,AL
36351,AL,Coffee County,Alabama,AL
36352,AL,Houston County,Alabama,AL
36352,AL,Dale County,Alabama,AL
36352,AL,Geneva County,Alabama,AL
36353,AL,Henry County,Alabama,AL
36353,AL,Dale County,Alabama,AL
36360,AL,Dale County,Alabama,AL
36360,AL,Coffee County,Alabama,AL
36361,AL,Dale County,Alabama,AL
36362,AL,Dale County,Alabama,AL
36370,AL,Houston County,Alabama,AL
36371,AL,Dale County,Alabama,AL
36373,AL,Henry County,Alabama,AL
36374,AL,Dale County,Alabama,AL
36374,AL,Barbour County,Alabama,AL
36375,AL,Geneva County,Alabama,AL
36375,AL,Houston County,Alabama,AL
36376,AL,Houston County,Alabama,AL
36401,AL,Conecuh County,Alabama,AL
36401,AL,Monroe County,Alabama,AL
36420,AL,Covington County,Alabama,AL
36420,AL,Escambia County,Alabama,AL
36421,AL,Covington County,Alabama,AL
36421,AL,Conecuh County,Alabama,AL
36425,AL,Monroe County,Alabama,AL
36426,AL,Escambia County,Alabama,AL
36426,AL,Conecuh County,Alabama,AL
36432,AL,Conecuh County,Alabama,AL
36432,AL,Escambia County,Alabama,AL
36435,AL,Wilcox County,Alabama,AL
36436,AL,Clarke County,Alabama,AL
36439,AL,Monroe County,Alabama,AL
36441,AL,Escambia County,Alabama,AL
36442,AL,Covington County,Alabama,AL
36442,AL,Geneva County,Alabama,AL
36444,AL,Monroe County,Alabama,AL
36445,AL,Monroe County,Alabama,AL
36446,AL,Clarke County,Alabama,AL
36451,AL,Clarke County,Alabama,AL
36453,AL,Coffee County,Alabama,AL
36453,AL,Geneva County,Alabama,AL
36453,AL,Covington County,Alabama,AL
36454,AL,Conecuh County,Alabama,AL
36455,AL,Covington County,Alabama,AL
36456,AL,Butler County,Alabama,AL
36456,AL,Conecuh County,Alabama,AL
36456,AL,Covington County,Alabama,AL
36458,AL,Monroe County,Alabama,AL
36460,AL,Monroe County,Alabama,AL
36460,AL,Conecuh County,Alabama,AL
36467,AL,Covington County,Alabama,AL
36467,AL,Coffee County,Alabama,AL
36467,AL,Crenshaw County,Alabama,AL
36467,AL,Geneva County,Alabama,AL
36470,AL,Monroe County,Alabama,AL
36471,AL,Monroe County,Alabama,AL
36471,AL,Conecuh County,Alabama,AL
36473,AL,Conecuh County,Alabama,AL
36474,AL,Covington County,Alabama,AL
36474,AL,Conecuh County,Alabama,AL
36474,AL,Butler County,Alabama,AL
36475,AL,Conecuh County,Alabama,AL
36475,AL,Monroe County,Alabama,AL
36475,AL,Escambia County,Alabama,AL
36476,AL,Covington County,Alabama,AL
36477,AL,Geneva County,Alabama,AL
36477,AL,Coffee County,Alabama,AL
36477,AL,Covington County,Alabama,AL
36480,AL,Monroe County,Alabama,AL
36480,AL,Baldwin County,Alabama,AL
36481,AL,Monroe County,Alabama,AL
36482,AL,Clarke County,Alabama,AL
36482,AL,Monroe County,Alabama,AL
36483,AL,Covington County,Alabama,AL
36483,AL,Escambia County,Alabama,AL
36502,AL,Escambia County,Alabama,AL
36502,AL,Monroe County,Alabama,AL
36502,AL,Baldwin County,Alabama,AL
36502,AL,Conecuh County,Alabama,AL
36503,AL,Escambia County,Alabama,AL
36505,AL,Mobile County,Alabama,AL
36507,AL,Baldwin County,Alabama,AL
36509,AL,Mobile County,Alabama,AL
36511,AL,Baldwin County,Alabama,AL
36512,AL,Mobile County,Alabama,AL
36513,AL,Washington County,Alabama,AL
36518,AL,Washington County,Alabama,AL
36521,AL,Mobile County,Alabama,AL
36522,AL,Mobile County,Alabama,AL
36522,AL,Washington County,Alabama,AL
36523,AL,Mobile County,Alabama,AL
36524,AL,Clarke County,Alabama,AL
36525,AL,Mobile County,Alabama,AL
36526,AL,Baldwin County,Alabama,AL
36527,AL,Baldwin County,Alabama,AL
36528,AL,Mobile County,Alabama,AL
36529,AL,Washington County,Alabama,AL
36530,AL,Baldwin County,Alabama,AL
36532,AL,Baldwin County,Alabama,AL
36533,AL,Baldwin County,Alabama,AL
36535,AL,Baldwin County,Alabama,AL
36536,AL,Baldwin County,Alabama,AL
36538,AL,Washington County,Alabama,AL
36539,AL,Washington County,Alabama,AL
36540,AL,Clarke County,Alabama,AL
36541,AL,Mobile County,Alabama,AL
36542,AL,Baldwin County,Alabama,AL
36543,AL,Escambia County,Alabama,AL
36544,AL,Mobile County,Alabama,AL
36545,AL,Clarke County,Alabama,AL
36547,AL,Baldwin County,Alabama,AL
36548,AL,Washington County,Alabama,AL
36549,AL,Baldwin County,Alabama,AL
36550,AL,Baldwin County,Alabama,AL
36551,AL,Baldwin County,Alabama,AL
36553,AL,Washington County,Alabama,AL
36555,AL,Baldwin County,Alabama,AL
36556,AL,Washington County,Alabama,AL
36558,AL,Washington County,Alabama,AL
36558,AL,Choctaw County,Alabama,AL
36559,AL,Baldwin County,Alabama,AL
36560,AL,Mobile County,Alabama,AL
36561,AL,Baldwin County,Alabama,AL
36562,AL,Baldwin County,Alabama,AL
36562,AL,Escambia County,Alabama,AL
36564,AL,Baldwin County,Alabama,AL
36567,AL,Baldwin County,Alabama,AL
36568,AL,Mobile County,Alabama,AL
36569,AL,Washington County,Alabama,AL
36571,AL,Mobile County,Alabama,AL
36572,AL,Mobile County,Alabama,AL
36574,AL,Baldwin County,Alabama,AL
36575,AL,Mobile County,Alabama,AL
36576,AL,Baldwin County,Alabama,AL
36577,AL,Baldwin County,Alabama,AL
36578,AL,Baldwin County,Alabama,AL
36579,AL,Baldwin County,Alabama,AL
36580,AL,Baldwin County,Alabama,AL
36581,AL,Washington County,Alabama,AL
36582,AL,Mobile County,Alabama,AL
36583,AL,Washington County,Alabama,AL
36584,AL,Washington County,Alabama,AL
36585,AL,Washington County,Alabama,AL
36587,AL,Mobile County,Alabama,AL
36590,AL,Mobile County,Alabama,AL
36601,AL,Mobile County,Alabama,AL
36602,AL,Mobile County,Alabama,AL
36603,AL,Mobile County,Alabama,AL
36604,AL,Mobile County,Alabama,AL
36605,AL,Mobile County,Alabama,AL
36606,AL,Mobile County,Alabama,AL
36607,AL,Mobile County,Alabama,AL
36608,AL,Mobile County,Alabama,AL
36609,AL,Mobile County,Alabama,AL
36610,AL,Mobile County,Alabama,AL
36611,AL,Mobile County,Alabama,AL
36612,AL,Mobile County,Alabama,AL
36613,AL,Mobile County,Alabama,AL
36615,AL,Mobile County,Alabama,AL
36616,AL,Mobile County,Alabama,AL
36617,AL,Mobile County,Alabama,AL
36618,AL,Mobile County,Alabama,AL
36619,AL,Mobile County,Alabama,AL
36633,AL,Mobile County,Alabama,AL
36640,AL,Mobile County,Alabama,AL
36644,AL,Mobile County,Alabama,AL
36652,AL,Mobile County,Alabama,AL
36660,AL,Mobile County,Alabama,AL
36663,AL,Mobile County,Alabama,AL
36670,AL,Mobile County,Alabama,AL
36671,AL,Mobile County,Alabama,AL
36675,AL,Mobile County,Alabama,AL
36685,AL,Mobile County,Alabama,AL
36688,AL,Mobile County,Alabama,AL
36689,AL,Mobile County,Alabama,AL
36691,AL,Mobile County,Alabama,AL
36693,AL,Mobile County,Alabama,AL
36695,AL,Mobile County,Alabama,AL
36701,AL,Dallas County,Alabama,AL
36701,AL,Perry County,Alabama,AL
36701,AL,Lowndes County,Alabama,AL
36703,AL,Dallas County,Alabama,AL
36703,AL,Autauga County,Alabama,AL
36720,AL,Wilcox County,Alabama,AL
36722,AL,Wilcox County,Alabama,AL
36722,AL,Marengo County,Alabama,AL
36723,AL,Wilcox County,Alabama,AL
36726,AL,Wilcox County,Alabama,AL
36727,AL,Clarke County,Alabama,AL
36728,AL,Wilcox County,Alabama,AL
36728,AL,Marengo County,Alabama,AL
36728,AL,Perry County,Alabama,AL
36732,AL,Marengo County,Alabama,AL
36736,AL,Marengo County,Alabama,AL
36738,AL,Marengo County,Alabama,AL
36738,AL,Hale County,Alabama,AL
36740,AL,Greene County,Alabama,AL
36741,AL,Wilcox County,Alabama,AL
36742,AL,Marengo County,Alabama,AL
36742,AL,Hale County,Alabama,AL
36744,AL,Hale County,Alabama,AL
36745,AL,Marengo County,Alabama,AL
36748,AL,Marengo County,Alabama,AL
36749,AL,Autauga County,Alabama,AL
36749,AL,Dallas County,Alabama,AL
36750,AL,Chilton County,Alabama,AL
36750,AL,Bibb County,Alabama,AL
36751,AL,Monroe County,Alabama,AL
36751,AL,Wilcox County,Alabama,AL
36751,AL,Clarke County,Alabama,AL
36751,AL,Marengo County,Alabama,AL
36752,AL,Lowndes County,Alabama,AL
36753,AL,Wilcox County,Alabama,AL
36754,AL,Marengo County,Alabama,AL
36756,AL,Perry County,Alabama,AL
36756,AL,Hale County,Alabama,AL
36756,AL,Bibb County,Alabama,AL
36758,AL,Dallas County,Alabama,AL
36758,AL,Chilton County,Alabama,AL
36758,AL,Autauga County,Alabama,AL
36759,AL,Dallas County,Alabama,AL
36759,AL,Perry County,Alabama,AL
36761,AL,Dallas County,Alabama,AL
36761,AL,Lowndes County,Alabama,AL
36761,AL,Wilcox County,Alabama,AL
36763,AL,Marengo County,Alabama,AL
36764,AL,Marengo County,Alabama,AL
36765,AL,Hale County,Alabama,AL
36765,AL,Perry County,Alabama,AL
36766,AL,Wilcox County,Alabama,AL
36767,AL,Dallas County,Alabama,AL
36768,AL,Wilcox County,Alabama,AL
36768,AL,Monroe County,Alabama,AL
36768,AL,Conecuh County,Alabama,AL
36769,AL,Wilcox County,Alabama,AL
36769,AL,Marengo County,Alabama,AL
36773,AL,Dallas County,Alabama,AL
36773,AL,Marengo County,Alabama,AL
36773,AL,Perry County,Alabama,AL
36775,AL,Dallas County,Alabama,AL
36775,AL,Lowndes County,Alabama,AL
36776,AL,Hale County,Alabama,AL
36782,AL,Marengo County,Alabama,AL
36783,AL,Marengo County,Alabama,AL
36783,AL,Wilcox County,Alabama,AL
36784,AL,Clarke County,Alabama,AL
36784,AL,Marengo County,Alabama,AL
36784,AL,Wilcox County,Alabama,AL
36785,AL,Lowndes County,Alabama,AL
36785,AL,Dallas County,Alabama,AL
36786,AL,Perry County,Alabama,AL
36786,AL,Marengo County,Alabama,AL
36786,AL,Hale County,Alabama,AL
36790,AL,Chilton County,Alabama,AL
36792,AL,Bibb County,Alabama,AL
36792,AL,Chilton County,Alabama,AL
36793,AL,Bibb County,Alabama,AL
36793,AL,Chilton County,Alabama,AL
36793,AL,Perry County,Alabama,AL
36801,AL,Lee County,Alabama,AL
36801,AL,Chambers County,Alabama,AL
36803,AL,Lee County,Alabama,AL
36804,AL,Lee County,Alabama,AL
36804,AL,Russell County,Alabama,AL
36804,AL,Macon County,Alabama,AL
36830,AL,Lee County,Alabama,AL
36830,AL,Macon County,Alabama,AL
36830,AL,Bullock County,Alabama,AL
36831,AL,Lee County,Alabama,AL
36832,AL,Lee County,Alabama,AL
36832,AL,Macon County,Alabama,AL
36849,AL,Lee County,Alabama,AL
36849,AL,Tallapoosa County,Alabama,AL
36850,AL,Tallapoosa County,Alabama,AL
36850,AL,Chambers County,Alabama,AL
36850,AL,Lee County,Alabama,AL
36851,AL,Russell County,Alabama,AL
36852,AL,Lee County,Alabama,AL
36852,AL,Chambers County,Alabama,AL
36853,AL,Tallapoosa County,Alabama,AL
36854,AL,Chambers County,Alabama,AL
36854,AL,Lee County,Alabama,AL
36855,AL,Chambers County,Alabama,AL
36856,AL,Russell County,Alabama,AL
36858,AL,Russell County,Alabama,AL
36860,AL,Russell County,Alabama,AL
36860,AL,Macon County,Alabama,AL
36860,AL,Bullock County,Alabama,AL
36861,AL,Tallapoosa County,Alabama,AL
36862,AL,Chambers County,Alabama,AL
36863,AL,Chambers County,Alabama,AL
36865,AL,Lee County,Alabama,AL
36866,AL,Macon County,Alabama,AL
36866,AL,Tallapoosa County,Alabama,AL
36866,AL,Lee County,Alabama,AL
36867,AL,Russell County,Alabama,AL
36867,AL,Lee County,Alabama,AL
36868,AL,Russell County,Alabama,AL
36869,AL,Russell County,Alabama,AL
36870,AL,Lee County,Alabama,AL
36870,AL,Russell County,Alabama,AL
36871,AL,Russell County,Alabama,AL
36874,AL,Lee County,Alabama,AL
36874,AL,Russell County,Alabama,AL
36875,AL,Russell County,Alabama,AL
36877,AL,Lee County,Alabama,AL
36877,AL,Russell County,Alabama,AL
36879,AL,Lee County,Alabama,AL
36879,AL,Chambers County,Alabama,AL
36879,AL,Tallapoosa County,Alabama,AL
36901,AL,Sumter County,Alabama,AL
36904,AL,Choctaw County,Alabama,AL
36904,AL,Marengo County,Alabama,AL
36907,AL,Sumter County,Alabama,AL
36908,AL,Choctaw County,Alabama,AL
36910,AL,Choctaw County,Alabama,AL
36912,AL,Choctaw County,Alabama,AL
36912,AL,Sumter County,Alabama,AL
36913,AL,Choctaw County,Alabama,AL
36915,AL,Choctaw County,Alabama,AL
36916,AL,Choctaw County,Alabama,AL
36919,AL,Choctaw County,Alabama,AL
36921,AL,Choctaw County,Alabama,AL
36922,AL,Choctaw County,Alabama,AL
36922,AL,Sumter County,Alabama,AL
36925,AL,Sumter County,Alabama,AL
99501,AK,Anchorage Borough,Alaska,AK
99502,AK,Anchorage Borough,Alaska,AK
99503,AK,Anchorage Borough,Alaska,AK
99504,AK,Anchorage Borough,Alaska,AK
99505,AK,Anchorage Borough,Alaska,AK
99506,AK,Anchorage Borough,Alaska,AK
99507,AK,Anchorage Borough,Alaska,AK
99508,AK,Anchorage Borough,Alaska,AK
99509,AK,Anchorage Borough,Alaska,AK
99510,AK,Anchorage Borough,Alaska,AK
99511,AK,Anchorage Borough,Alaska,AK
99513,AK,Anchorage Borough,Alaska,AK
99514,AK,Anchorage Borough,Alaska,AK
99515,AK,Anchorage Borough,Alaska,AK
99516,AK,Anchorage Borough,Alaska,AK
99517,AK,Anchorage Borough,Alaska,AK
99518,AK,Anchorage Borough,Alaska,AK
99519,AK,Anchorage Borough,Alaska,AK
99520,AK,Anchorage Borough,Alaska,AK
99521,AK,Anchorage Borough,Alaska,AK
99522,AK,Anchorage Borough,Alaska,AK
99523,AK,Anchorage Borough,Alaska,AK
99524,AK,Anchorage Borough,Alaska,AK
99529,AK,Anchorage Borough,Alaska,AK
99530,AK,Anchorage Borough,Alaska,AK
99540,AK,Anchorage Borough,Alaska,AK
99545,AK,Bethel Census Area,Alaska,AK
99546,AK,Aleutians West Census Area,Alaska,AK
99547,AK,Aleutians West Census Area,Alaska,AK
99548,AK,Lake and Peninsula Borough,Alaska,AK
99549,AK,Lake and Peninsula Borough,Alaska,AK
99550,AK,Kodiak Island Borough,Alaska,AK
99551,AK,Bethel Census Area,Alaska,AK
99552,AK,Bethel Census Area,Alaska,AK
99553,AK,Aleutians East Borough,Alaska,AK
99554,AK,Kusilvak Census Area,Alaska,AK
99555,AK,Dillingham Census Area,Alaska,AK
99556,AK,Kenai Peninsula Borough,Alaska,AK
99557,AK,Bethel Census Area,Alaska,AK
99558,AK,Yukon-Koyukuk Census Area,Alaska,AK
99559,AK,Bethel Census Area,Alaska,AK
99561,AK,Bethel Census Area,Alaska,AK
99563,AK,Kusilvak Census Area,Alaska,AK
99564,AK,Lake and Peninsula Borough,Alaska,AK
99565,AK,Lake and Peninsula Borough,Alaska,AK
99566,AK,Copper River Census Area,Alaska,AK
99567,AK,Anchorage Borough,Alaska,AK
99568,AK,Kenai Peninsula Borough,Alaska,AK
99569,AK,Dillingham Census Area,Alaska,AK
99571,AK,Aleutians East Borough,Alaska,AK
99572,AK,Kenai Peninsula Borough,Alaska,AK
99573,AK,Copper River Census Area,Alaska,AK
99574,AK,Chugach Census Area,Alaska,AK
99575,AK,Bethel Census Area,Alaska,AK
99576,AK,Dillingham Census Area,Alaska,AK
99577,AK,Anchorage Borough,Alaska,AK
99578,AK,Bethel Census Area,Alaska,AK
99579,AK,Lake and Peninsula Borough,Alaska,AK
99580,AK,Dillingham Census Area,Alaska,AK
99581,AK,Kusilvak Census Area,Alaska,AK
99583,AK,Aleutians East Borough,Alaska,AK
99585,AK,Kusilvak Census Area,Alaska,AK
99586,AK,Copper River Census Area,Alaska,AK
99587,AK,Anchorage Borough,Alaska,AK
99588,AK,Copper River Census Area,Alaska,AK
99589,AK,Bethel Census Area,Alaska,AK
99590,AK,Yukon-Koyukuk Census Area,Alaska,AK
99591,AK,Aleutians West Census Area,Alaska,AK
99599,AK,Anchorage Borough,Alaska,AK
99602,AK,Yukon-Koyukuk Census Area,Alaska,AK
99603,AK,Kenai Peninsula Borough,Alaska,AK
99604,AK,Kusilvak Census Area,Alaska,AK
99605,AK,Kenai Peninsula Borough,Alaska,AK
99606,AK,Lake and Peninsula Borough,Alaska,AK
99607,AK,Bethel Census Area,Alaska,AK
99608,AK,Kodiak Island Borough,Alaska,AK
99609,AK,Bethel Census Area,Alaska,AK
99610,AK,Kenai Peninsula Borough,Alaska,AK
99611,AK,Kenai Peninsula Borough,Alaska,AK
99612,AK,Aleutians East Borough,Alaska,AK
99613,AK,Bristol Bay Borough,Alaska,AK
99614,AK,Bethel Census Area,Alaska,AK
99615,AK,Kodiak Island Borough,Alaska,AK
99619,AK,Kodiak Island Borough,Alaska,AK
99620,AK,Kusilvak Census Area,Alaska,AK
99621,AK,Bethel Census Area,Alaska,AK
99622,AK,Bethel Census Area,Alaska,AK
99623,AK,Matanuska-Susitna Borough,Alaska,AK
99624,AK,Kodiak Island Borough,Alaska,AK
99625,AK,Lake and Peninsula Borough,Alaska,AK
99626,AK,Bethel Census Area,Alaska,AK
99627,AK,Yukon-Koyukuk Census Area,Alaska,AK
99628,AK,Dillingham Census Area,Alaska,AK
99630,AK,Bethel Census Area,Alaska,AK
99631,AK,Kenai Peninsula Borough,Alaska,AK
99632,AK,Kusilvak Census Area,Alaska,AK
99633,AK,Bristol Bay Borough,Alaska,AK
99634,AK,Bethel Census Area,Alaska,AK
99635,AK,Kenai Peninsula Borough,Alaska,AK
99636,AK,Dillingham Census Area,Alaska,AK
99637,AK,Bethel Census Area,Alaska,AK
99638,AK,Aleutians West Census Area,Alaska,AK
99639,AK,Kenai Peninsula Borough,Alaska,AK
99640,AK,Lake and Peninsula Borough,Alaska,AK
99641,AK,Bethel Census Area,Alaska,AK
99643,AK,Kodiak Island Borough,Alaska,AK
99644,AK,Kodiak Island Borough,Alaska,AK
99645,AK,Matanuska-Susitna Borough,Alaska,AK
99647,AK,Lake and Peninsula Borough,Alaska,AK
99648,AK,Lake and Peninsula Borough,Alaska,AK
99649,AK,Lake and Peninsula Borough,Alaska,AK
99650,AK,Kusilvak Census Area,Alaska,AK
99651,AK,Bethel Census Area,Alaska,AK
99652,AK,Matanuska-Susitna Borough,Alaska,AK
99653,AK,Lake and Peninsula Borough,Alaska,AK
99654,AK,Matanuska-Susitna Borough,Alaska,AK
99655,AK,Bethel Census Area,Alaska,AK
99656,AK,Bethel Census Area,Alaska,AK
99657,AK,Kusilvak Census Area,Alaska,AK
99658,AK,Kusilvak Census Area,Alaska,AK
99659,AK,Nome Census Area,Alaska,AK
99660,AK,Aleutians West Census Area,Alaska,AK
99661,AK,Aleutians East Borough,Alaska,AK
99662,AK,Kusilvak Census Area,Alaska,AK
99663,AK,Kenai Peninsula Borough,Alaska,AK
99664,AK,Kenai Peninsula Borough,Alaska,AK
99665,AK,Yukon-Koyukuk Census Area,Alaska,AK
99666,AK,Kusilvak Census Area,Alaska,AK
99667,AK,Matanuska-Susitna Borough,Alaska,AK
99668,AK,Bethel Census Area,Alaska,AK
99669,AK,Kenai Peninsula Borough,Alaska,AK
99670,AK,Bristol Bay Borough,Alaska,AK
99671,AK,Nome Census Area,Alaska,AK
99672,AK,Kenai Peninsula Borough,Alaska,AK
99674,AK,Matanuska-Susitna Borough,Alaska,AK
